1  number of sets, Nset
-----------------
#1  Blade structural data for HAWC2/HAWCStab2
========================================================================================================================================================================================================================================================================================================================================================================================================================================================================
arc                       m_pm                      x_cg                      y_cg                      ri_x                      ri_y                      theta_s                   x_ec                      y_ec                      K_11                      K_12                      K_13                      K_14                      K_15                      K_16                      K_22                      K_23                      K_24                      K_25                      K_26                      K_33                      K_34                      K_35                      K_36                      K_44                      K_45                      K_46                      K_55                      K_56                      K_66                      
========================================================================================================================================================================================================================================================================================================================================================================================================================================================================
$1  83 Flexible
4.300000000000E+01        2.419016416840E+02        1.117798151929E-01        2.597408937976E-02        3.161367330348E-01        8.920069009300E-01        -1.874673758019E+00       3.328194974180E-01        5.730416226649E-03        4.583387374721E+08        2.138538816999E+07        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        -3.307082380870E+07       1.296189049539E+08        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        2.869075960297E+07        6.591593292760E+09        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        2.745755648368E+08        2.192311044497E-06        0.000000000000E+00        2.192711541674E+09        0.000000000000E+00        5.980500471284E+07       
4.394700000000E+01        2.342585008890E+02        1.076706467188E-01        2.640797275387E-02        3.066875243544E-01        8.777214371809E-01        -1.869128326254E+00       3.258895174712E-01        6.720725364961E-03        4.423697669421E+08        1.480507470644E+07        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        -2.503125037429E+07       1.112970256599E+08        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        4.257804631827E+07        6.382891333300E+09        -7.776417131368E-09       2.382917249873E-07        0.000000000000E+00        2.507636929847E+08        -4.208849129780E-07       0.000000000000E+00        2.055326369432E+09        0.000000000000E+00        5.597920647518E+07       
4.500000000000E+01        2.285756482850E+02        1.017058389291E-01        2.642538550362E-02        2.958951603536E-01        8.622224842456E-01        -1.850698779505E+00       3.160972384078E-01        7.762188654480E-03        4.403908234815E+08        2.027593689699E+07        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        -3.133641479465E+07       1.190022636335E+08        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        2.676326669613E+07        6.195020097720E+09        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        2.269293396639E+08        -1.459257364796E-07       0.000000000000E+00        1.934133996809E+09        0.000000000000E+00        5.076151780379E+07       
4.594700000000E+01        2.219965700140E+02        1.039545819440E-01        2.813087223292E-02        2.879438368300E-01        8.461284676733E-01        -1.875233983899E+00       3.095126174176E-01        6.159760938723E-03        4.431422013574E+08        1.898393821515E+07        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        -3.989627362687E+07       1.142993938586E+08        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        2.531149452898E+07        5.958622163380E+09        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        2.056279920863E+08        6.449304526078E-07        0.000000000000E+00        1.806070084362E+09        0.000000000000E+00        4.909254846535E+07       
4.700000000000E+01        2.146217806980E+02        9.947079073554E-02        2.826764295818E-02        2.779703434352E-01        8.313526778283E-01        -1.866703383294E+00       3.012697868035E-01        7.213467871738E-03        4.293951147162E+08        1.786507920810E+07        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        -3.781592401423E+07       1.081507157268E+08        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        2.564246618807E+07        5.747749801540E+09        7.766331846823E-09        -2.382920538970E-07       0.000000000000E+00        1.853623130973E+08        6.294472658888E-08        0.000000000000E+00        1.684529790700E+09        0.000000000000E+00        4.487549947077E+07       
4.794700000000E+01        2.100136278240E+02        9.524654910377E-02        2.821271958320E-02        2.694515406741E-01        8.179569284093E-01        -1.863875850829E+00       2.928234828798E-01        8.172974049469E-03        4.260345010830E+08        1.800840539314E+07        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        -3.700935212024E+07       1.050141950540E+08        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        2.431413013392E+07        5.576416633020E+09        -7.446638652293E-09       -2.423303807434E-10       0.000000000000E+00        1.692015609964E+08        1.631567980285E-07        0.000000000000E+00        1.591818343922E+09        0.000000000000E+00        4.201670895464E+07       
4.900000000000E+01        2.027682824880E+02        8.982686410572E-02        2.827142653067E-02        2.600928569681E-01        8.039407418795E-01        -1.852595056812E+00       2.841351035544E-01        9.115983492509E-03        4.135396826404E+08        1.764422587231E+07        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        -3.582136368731E+07       1.003524685846E+08        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        2.287496108276E+07        5.367985431930E+09        7.707655351289E-09        -2.382939590292E-07       0.000000000000E+00        1.522257019235E+08        3.143099556908E-07        0.000000000000E+00        1.483878536671E+09        0.000000000000E+00        3.834436100220E+07       
5.000000000000E+01        1.971721181860E+02        8.618459636149E-02        2.748919475814E-02        2.516325012133E-01        7.899844600327E-01        -1.988383014126E+00       2.734466858762E-01        6.769689896827E-03        4.041316639133E+08        1.741414598477E+07        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        -3.425615085486E+07       9.655608449649E+07        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        2.212601197654E+07        5.143626330790E+09        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        1.365843478135E+08        -3.776047338572E-07       0.000000000000E+00        1.389303887872E+09        0.000000000000E+00        3.553643854860E+07       
5.100000000000E+01        1.912544133980E+02        8.273800347483E-02        2.878413370725E-02        2.432886904249E-01        7.759568621418E-01        -1.962095127029E+00       2.651348654972E-01        8.099879047435E-03        3.912065121745E+08        1.690819155132E+07        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        -3.257781400345E+07       9.232102955664E+07        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        2.090538225424E+07        4.948219145000E+09        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        1.231555524900E+08        3.684258488401E-07        0.000000000000E+00        1.297802504845E+09        0.000000000000E+00        3.238106540342E+07       
5.200000000000E+01        1.845274312770E+02        8.025484706428E-02        3.009152532555E-02        2.355771232522E-01        7.616935747505E-01        -1.940749333098E+00       2.578878109636E-01        9.306267310456E-03        3.736103694799E+08        1.638604013160E+07        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        -3.094631867486E+07       8.786961527033E+07        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        1.951077146719E+07        4.753937538920E+09        -7.446306816321E-09       -2.523212802555E-10       0.000000000000E+00        1.113093031582E+08        -3.710057386273E-07       0.000000000000E+00        1.206639303755E+09        0.000000000000E+00        2.916279970993E+07       
5.300000000000E+01        1.748382634660E+02        9.752290690256E-02        2.727477243411E-02        2.298115177996E-01        7.428061370859E-01        -1.881377962169E+00       2.576049089076E-01        7.948278190024E-03        3.369347817443E+08        9.312199944123E+06        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        -2.266037792468E+07       8.193095797619E+07        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        1.941514237547E+07        4.571022175910E+09        -7.827362885006E-09       2.382900569706E-07        0.000000000000E+00        1.008453026376E+08        5.894138004974E-07        0.000000000000E+00        1.112241427425E+09        0.000000000000E+00        2.551661144703E+07       
5.394700000000E+01        1.629947497130E+02        1.206906166281E-01        2.265260236653E-02        2.248594572766E-01        7.241804850782E-01        -1.658806372802E+00       2.606640574783E-01        8.931439061090E-03        2.866375105749E+08        -5.835414993821E+05       0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        -1.047264383905E+07       7.757011190625E+07        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        1.976772104897E+07        4.362160610750E+09        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        9.150698469613E+07        2.029580136987E-07        0.000000000000E+00        1.009257202416E+09        0.000000000000E+00        2.206079081155E+07       
5.500000000000E+01        1.594594885180E+02        1.164574606685E-01        2.397671444474E-02        2.167081009570E-01        7.100453534856E-01        -1.640426934435E+00       2.506112148815E-01        9.961473379434E-03        2.811021740313E+08        -4.321558369194E+05       0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        -9.881070842562E+06       7.142368772845E+07        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        1.882224912153E+07        4.194747596020E+09        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        8.195521294902E+07        -6.535793881278E-08       0.000000000000E+00        9.444875205976E+08        0.000000000000E+00        2.016977735752E+07       
5.597300000000E+01        1.524086559560E+02        1.165372072150E-01        2.411567101668E-02        2.103701688205E-01        6.964153444667E-01        -1.644933635324E+00       2.470037130967E-01        1.045971785390E-02        2.696905201917E+08        -5.998898815662E+05       0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        -9.526324206713E+06       7.027632022215E+07        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        1.837300390605E+07        3.990527839050E+09        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        7.373624320089E+07        -1.136085203638E-08       0.000000000000E+00        8.612209546226E+08        0.000000000000E+00        1.860305235209E+07       
5.694600000000E+01        1.475059417540E+02        1.177294354038E-01        2.442665394279E-02        2.039740728391E-01        6.824305868564E-01        -1.574775406903E+00       2.446728963491E-01        8.167888744319E-03        2.657994090170E+08        -4.658296784230E+05       0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        -1.012969082581E+07       6.867801883641E+07        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        1.762645986681E+07        3.780674292580E+09        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        6.561468561127E+07        -8.120983702853E-08       0.000000000000E+00        7.903983131056E+08        0.000000000000E+00        1.738451611571E+07       
5.802700000000E+01        1.398439076160E+02        1.181662584256E-01        2.516699242833E-02        1.971200534504E-01        6.665973673208E-01        -1.402984129947E+00       2.387183916782E-01        1.070335795160E-02        2.554132260571E+08        -9.322320040755E+05       0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        -9.075914061377E+06       6.570270386272E+07        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        1.675459578034E+07        3.537404974730E+09        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        5.759179069421E+07        -5.148458813015E-08       0.000000000000E+00        7.048248321216E+08        0.000000000000E+00        1.579642255610E+07       
5.910000000000E+01        1.327759549200E+02        1.200287212244E-01        2.598056612410E-02        1.906665915624E-01        6.507741403884E-01        -1.708281955281E+00       2.314099948418E-01        1.088788790907E-02        2.450996621036E+08        -1.526650386392E+05       0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        -9.024680853887E+06       6.289073814411E+07        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        1.607446584512E+07        3.265214266910E+09        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        4.974190215833E+07        1.028229904326E-08        0.000000000000E+00        6.267027947078E+08        0.000000000000E+00        1.445851375069E+07       
6.000000000000E+01        1.278907809370E+02        1.208222191927E-01        2.716730476133E-02        1.852621984862E-01        6.381867442630E-01        -1.620608432986E+00       2.283336806791E-01        1.289403158824E-02        2.412802222299E+08        -1.674646158778E+05       0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        -8.632087978630E+06       6.100303481563E+07        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        1.513987126704E+07        3.105091735150E+09        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        4.476467652209E+07        -4.765756374181E-08       0.000000000000E+00        5.722688894824E+08        0.000000000000E+00        1.343115584047E+07       
6.100000000000E+01        1.189818338940E+02        1.204219045671E-01        2.623758731565E-02        1.790077359735E-01        6.266628225463E-01        -1.557572825958E+00       2.260978987051E-01        1.446841578382E-02        2.207897620071E+08        2.820044708844E+05        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        -5.935728185645E+06       5.777497987878E+07        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        1.388755826903E+07        2.903806454890E+09        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        3.956724588126E+07        -5.193636660875E-08       0.000000000000E+00        5.085119130809E+08        0.000000000000E+00        1.151550204568E+07       
6.196400000000E+01        1.144433950670E+02        1.211570732525E-01        2.733065985694E-02        1.735079381317E-01        6.140960103248E-01        -1.468804857594E+00       2.229492156141E-01        1.642620092992E-02        2.174723832980E+08        2.324188022027E+05        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        -5.762539767761E+06       5.579598023544E+07        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        1.307127793371E+07        2.755793214130E+09        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        3.537603261801E+07        3.604571958225E-08        0.000000000000E+00        4.626099648670E+08        0.000000000000E+00        1.065761072699E+07       
6.303600000000E+01        1.076627227650E+02        1.244240410559E-01        2.864635586146E-02        1.677290231386E-01        5.990217633448E-01        -1.366647691865E+00       2.217864550725E-01        1.853573059144E-02        2.076965127582E+08        1.688742175301E+05        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        -5.443990056686E+06       5.302919419521E+07        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        1.207371981993E+07        2.562080129290E+09        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        3.085515038027E+07        -7.770751539978E-08       0.000000000000E+00        4.059697575803E+08        0.000000000000E+00        9.513594784971E+06       
6.400000000000E+01        1.007652027370E+02        1.297872011237E-01        2.958517332874E-02        1.631881178456E-01        5.827362742679E-01        -1.260372393387E+00       2.199524421947E-01        2.011652707043E-02        1.935803532817E+08        2.116693159903E+04        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        -5.146356816761E+06       5.029613100464E+07        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        1.108784541748E+07        2.386985050570E+09        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        2.719330774529E+07        -2.781241056677E-08       0.000000000000E+00        3.572835370375E+08        0.000000000000E+00        8.411921156920E+06       
6.500000000000E+01        9.646134700870E+01        1.347881111180E-01        3.058364887403E-02        1.578020941867E-01        5.676353194669E-01        -1.185342437607E+00       2.194494740425E-01        2.191958512581E-02        1.917131720719E+08        -4.114986896411E+04       0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        -4.990876478939E+06       4.838426409745E+07        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        1.051357559724E+07        2.227514343700E+09        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        2.372981568901E+07        3.198235752912E-07        0.000000000000E+00        3.170086313429E+08        0.000000000000E+00        7.751763008109E+06       
6.600000000000E+01        8.525350784630E+01        1.449071425421E-01        3.073686525585E-02        1.530932979224E-01        5.502602955880E-01        -9.906909314775E-01       2.265192803589E-01        2.587973316935E-02        1.572633381562E+08        -6.289031077149E+05       0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        -3.286319877308E+06       4.391565584545E+07        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        8.445216908749E+06        2.061474433700E+09        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        2.100781316426E+07        2.339928526440E-08        0.000000000000E+00        2.630058850295E+08        0.000000000000E+00        5.855124462204E+06       
6.694700000000E+01        8.032824683000E+01        1.468261819576E-01        3.019943505818E-02        1.481430173439E-01        5.362814208172E-01        -1.037083981925E+00       2.203769999965E-01        2.534140806134E-02        1.567368016592E+08        -7.576436936743E+04       0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        -2.309920600663E+06       4.216753547729E+07        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        8.060461807262E+06        1.824263995410E+09        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        1.732199815833E+07        -3.275834102428E-09       0.000000000000E+00        2.256742981089E+08        0.000000000000E+00        5.477884618780E+06       
6.800000000000E+01        7.366733273790E+01        1.524779434402E-01        3.095826346291E-02        1.423711550696E-01        5.189754373424E-01        -8.727368601732E-01       2.221557653331E-01        2.928957115887E-02        1.472099286566E+08        -5.850197188466E+05       0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        -1.921916085600E+06       3.952296381834E+07        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        7.066924751602E+06        1.656556368160E+09        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        1.466652933902E+07        6.095589453597E-10        0.000000000000E+00        1.873592378648E+08        0.000000000000E+00        4.651576051952E+06       
6.905300000000E+01        6.734195775720E+01        1.583975601312E-01        3.286411245467E-02        1.364655396423E-01        5.009641925965E-01        -7.421933143258E-01       2.222885105276E-01        3.362387119819E-02        1.386047399262E+08        -1.118194444736E+06       0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        -1.769097556794E+06       3.723740672952E+07        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        6.206541552792E+06        1.454056432700E+09        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        1.187313930974E+07        8.597271041441E-08        0.000000000000E+00        1.531252121928E+08        0.000000000000E+00        3.945232804498E+06       
7.000000000000E+01        6.285232785160E+01        1.632872164422E-01        3.347297391717E-02        1.308555200168E-01        4.820986325571E-01        -7.867641199600E-01       2.212283800539E-01        3.432570659612E-02        1.355180575576E+08        -1.071533941605E+06       0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        -1.959802561664E+06       3.528912640165E+07        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        5.598733516211E+06        1.304767730400E+09        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        9.806509820906E+06        3.574417099947E-08        0.000000000000E+00        1.264546979895E+08        0.000000000000E+00        3.460415288477E+06       
7.094700000000E+01        5.867216757410E+01        1.611740410689E-01        3.450404143350E-02        1.254515560432E-01        4.684350564316E-01        -6.811621950036E-01       2.159655795605E-01        3.419281845085E-02        1.259867722603E+08        -1.168192465905E+06       0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        -2.136142781241E+06       3.365302381867E+07        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        5.015669753054E+06        1.226470056020E+09        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        8.584400689985E+06        1.357147358005E-08        0.000000000000E+00        1.103284835446E+08        0.000000000000E+00        3.002889013819E+06       
7.210800000000E+01        5.529499040600E+01        1.557932958439E-01        3.428346034317E-02        1.172071709516E-01        4.488709834553E-01        -5.180617083512E-01       2.025283000308E-01        3.608483200903E-02        1.202069823958E+08        -1.430049032933E+06       0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        -1.861323645700E+06       3.166703854912E+07        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        4.736503990703E+06        1.109457381170E+09        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        6.738899714382E+06        -1.119977173823E-08       0.000000000000E+00        9.478333869557E+07        0.000000000000E+00        2.611786974478E+06       
7.318900000000E+01        5.084969726120E+01        1.531450709159E-01        3.448525728093E-02        1.098565753205E-01        4.269816415242E-01        -5.528325191534E-01       1.920452514643E-01        3.432681810535E-02        1.090844122381E+08        -1.263776457814E+06       0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        -1.972028972189E+06       2.943828577961E+07        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        4.210646832833E+06        9.872048011470E+08        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        5.241030035023E+06        2.026830586138E-08        0.000000000000E+00        7.795588414870E+07        0.000000000000E+00        2.157741665143E+06       
7.405400000000E+01        4.799550858110E+01        1.455821466368E-01        3.375540232337E-02        1.029993534971E-01        4.088894978665E-01        -4.777970927981E-01       1.789989934257E-01        3.396194375841E-02        1.036281985397E+08        -1.273619415300E+06       0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        -1.835925734239E+06       2.752917284060E+07        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        3.859230771679E+06        9.171178294820E+08        3.725160768765E-09        3.106532906743E-11        0.000000000000E+00        4.266414706209E+06        3.024912053031E-08        0.000000000000E+00        6.792563740284E+07        0.000000000000E+00        1.852163193935E+06       
7.502700000000E+01        4.304414588650E+01        1.417464890038E-01        3.274684424118E-02        9.496308274305E-02        3.813372389300E-01        -4.148873253434E-01       1.682637350388E-01        3.428827240152E-02        9.207227347590E+07        -1.336349074970E+06       0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        -1.467063907476E+06       2.498181808660E+07        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        3.112099801990E+06        8.087759281500E+08        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        3.189231708042E+06        1.201959210206E-09        0.000000000000E+00        5.232252016603E+07        0.000000000000E+00        1.393297580456E+06       
7.589200000000E+01        3.867163734310E+01        1.364312005998E-01        3.102890315747E-02        8.672902580817E-02        3.531069738105E-01        -4.434720021596E-01       1.582116318323E-01        3.298804364028E-02        8.126388545210E+07        -1.262877566511E+06       0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        -1.171131442857E+06       2.242728595610E+07        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        2.516174320134E+06        7.226947735690E+08        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        2.380860165159E+06        8.116663474846E-10        0.000000000000E+00        3.940540099877E+07        0.000000000000E+00        1.037378316307E+06       
7.694700000000E+01        3.367730689740E+01        1.233254252379E-01        2.591661191244E-02        7.492918338554E-02        3.157841499090E-01        -6.116007686430E-01       1.363600509608E-01        2.765923677308E-02        7.275282318002E+07        -7.900780805282E+05       0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        -1.048336793805E+06       1.961040260088E+07        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        2.072721647572E+06        6.122674730520E+08        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        1.488930931653E+06        -9.065918634486E-10       0.000000000000E+00        2.734999460843E+07        0.000000000000E+00        7.575181843518E+05       
7.778900000000E+01        2.903317244350E+01        1.114751991739E-01        2.302113785973E-02        6.381928590550E-02        2.717979345699E-01        -6.682187516872E-01       1.176482123786E-01        2.502765679232E-02        6.272678572829E+07        -6.842817479561E+05       0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        -7.646458853565E+05       1.639740315181E+07        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        1.430756523577E+06        5.314113836930E+08        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        9.361022254220E+05        -3.295977318568E-10       0.000000000000E+00        1.735905152645E+07        0.000000000000E+00        4.708252671045E+05       
7.880000000000E+01        1.239179967870E+01        4.098417061986E-02        1.652313273293E-02        4.469198015369E-02        2.424514264940E-01        -4.895203121285E-01       5.212340087238E-02        1.927115630326E-02        2.798861713894E+07        -4.981253937042E+04       0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        -2.938034448424E+05       1.618284049236E+06        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        3.512941144352E+05        2.424531861350E+08        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        2.115308335649E+05        -7.927583220917E-10       0.000000000000E+00        6.305036234073E+06        0.000000000000E+00        1.451433361241E+05       
7.900000000000E+01        1.055880673190E+01        3.783174546970E-02        1.525220450872E-02        4.125435728346E-02        2.238025197826E-01        -4.895203126229E-01       4.811416713101E-02        1.778885528635E-02        2.384854554819E+07        -4.244427664223E+04       0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        -2.310880927850E+05       1.378907741902E+06        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        2.763067906020E+05        2.065895511770E+08        4.656442918186E-10        3.978441128776E-12        0.000000000000E+00        1.535799754185E+05        1.160633226846E-09        0.000000000000E+00        4.577712353024E+06        0.000000000000E+00        1.053799562832E+05       
7.950000000000E+01        5.423302421890E+00        2.711320577929E-02        1.093092994512E-02        2.956611872981E-02        1.603944966699E-01        -4.895203121821E-01       3.448239826256E-02        1.274889350121E-02        1.224928896922E+07        -2.180058366215E+04       0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        -8.506502648964E+04       7.082461007378E+05        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        1.017103225887E+05        1.061102491680E+08        -3.978441125194E-12       4.656442918187E-10        0.000000000000E+00        4.051655935436E+04        7.020749939399E-11        0.000000000000E+00        1.207664955982E+06        0.000000000000E+00        2.780071582803E+04       
7.998000000000E+01        2.225690315900E-01        5.492642422608E-03        2.214407622036E-03        5.989557978881E-03        3.249300816509E-02        -4.895203121418E-01       6.985506807451E-03        2.582693977853E-03        5.027033662332E+05        -8.946826883331E+02       0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        -7.072165438961E+02       2.906598904202E+04        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        8.456027792405E+02        4.354700063130E+06        0.000000000000E+00        0.000000000000E+00        0.000000000000E+00        6.823927196865E+01        2.245157511768E-13        0.000000000000E+00        2.033987552106E+03        0.000000000000E+00        4.682284573601E+01       
